Median Home Value
111800.0
98200.0
76000.0
111300.0
66700.0
108900.0
81200.0
143400.0
114100.0
190000.0
74000.0
86200.0
57900.0
55000.0
80900.0
227900.0
140400.0
98300.0
366200.0
104500.0
74000.0
60000.0
132800.0
330000.0
118000.0
77500.0
56100.0
142100.0
97300.0
87900.0
77400.0
67300.0
121300.0
82600.0
271500.0
106900.0
78500.0
150200.0
223400.0
132200.0
110100.0
222500.0
130600.0
165400.0
69700.0
78800.0
150500.0
148200.0
116000.0
102300.0
59000.0
56000.0
83600.0
88000.0
259400.0
63800.0
63300.0
94600.0
78300.0
112500.0
79500.0
71700.0
53400.0
68600.0
130300.0
121700.0
87300.0
70700.0
100400.0
251100.0
100000.0
260700.0
44900.0
112500.0
73100.0
60800.0
153000.0
101900.0
86500.0
63800.0
140700.0
150800.0
394800.0
36400.0
151900.0
56500.0
73900.0
124100.0
117800.0
168100.0
89500.0
136700.0
49500.0
116800.0
173800.0
149100.0
115200.0
135500.0
77100.0
83300.0
144400.0
80700.0
92300.0
191800.0
57700.0
138400.0
53800.0
109400.0
127600.0
73900.0
333300.0
140000.0
60600.0
136000.0
134800.0
117200.0
94100.0
207100.0
70200.0
108700.0
82100.0
94600.0
66500.0
275500.0
175300.0
115600.0
124100.0
100400.0
708300.0
35000.0
228800.0
84200.0
77000.0
104500.0
123900.0
210800.0
503900.0
28100.0
175000.0
37300.0
89200.0
99800.0
64400.0
38600.0
86800.0
104500.0
238100.0
94500.0
89300.0
76400.0
68600.0
78100.0
140400.0
104500.0
90100.0
96000.0
85500.0
87500.0
161700.0
447600.0
122100.0
187500.0
162900.0
150000.0
122000.0
61700.0
326300.0
302500.0
112500.0
56300.0
102500.0
161300.0
116700.0
51000.0
183300.0
128600.0
123000.0
47400.0
63600.0
48200.0
46300.0
58600.0
90300.0
268900.0
83900.0
83900.0
212300.0
163100.0
165500.0
155500.0
152800.0
319100.0
451200.0
60900.0
113800.0
64600.0
140200.0
68800.0
116100.0
182100.0
125000.0
150500.0
125800.0
249700.0
82400.0
117400.0
104500.0
212600.0
226300.0
193200.0
65000.0
73700.0
108500.0
86000.0
104500.0
148600.0
146700.0
90200.0
103900.0
162500.0
148300.0
310700.0
101900.0
104500.0
68500.0
194900.0
104500.0
180400.0
60800.0
52800.0
104200.0
77500.0
83000.0
176100.0
112500.0
104500.0
61100.0
123800.0
201000.0
79700.0
118800.0
32800.0
105600.0
85000.0
140400.0
64500.0
110700.0
67500.0
104500.0
126600.0
236500.0
64000.0
127800.0
71700.0
179800.0
104500.0
105000.0
160200.0
155200.0
156100.0
172300.0
117600.0
101300.0
63300.0
104200.0
57300.0
254400.0
69000.0
82600.0
28500.0
81700.0
149600.0
182800.0
118300.0
212000.0
81700.0
129800.0
81300.0
112500.0
91300.0
69100.0
39200.0
99500.0
380100.0
71700.0
104500.0
147100.0
109300.0
301400.0
73100.0
63300.0
83600.0
163600.0
86400.0
79800.0
85900.0
56800.0
118800.0
228700.0
166100.0
165800.0
93500.0
175000.0
161400.0
99500.0
182200.0
136900.0
107500.0
54000.0
75300.0
489800.0
37800.0
272800.0
117500.0
52500.0
174000.0
56200.0
59000.0
47200.0
169800.0
90700.0
328600.0
67700.0
86500.0
80400.0
90300.0
72000.0
125600.0
139800.0
76100.0
144300.0
44700.0
92700.0
129700.0
71000.0
128100.0
138600.0
194800.0
57900.0
116700.0
225500.0
69800.0
76300.0
126100.0
364800.0
112100.0
84000.0
114200.0
270700.0
39300.0
61700.0
152300.0
128600.0
55000.0
46300.0
30700.0
122200.0
60800.0
72700.0
216000.0
211000.0
74500.0
475300.0
170600.0
99400.0
107100.0
103000.0
299800.0
80500.0
46900.0
55000.0
53800.0
94100.0
154200.0
136200.0
54700.0
143800.0
71900.0
50700.0
102900.0
445500.0
93900.0
82900.0
56900.0
100000.0
172300.0
207300.0
421600.0
169500.0
154200.0
104500.0
194000.0
65300.0
104500.0
51500.0
73800.0
104500.0
166200.0
103100.0
83300.0
47000.0
131300.0
281600.0
266100.0
96000.0
109100.0
72000.0
68300.0
146600.0
104500.0
137700.0
75100.0
121800.0
139100.0
43300.0
104500.0
104500.0
143500.0
108900.0
47100.0
85500.0
100000.0
77100.0
55400.0
142000.0
176200.0
153800.0
47800.0
306900.0
246500.0
86900.0
132200.0
43600.0
146000.0
80000.0
109700.0
173600.0
260200.0
84600.0
141400.0
130400.0
128200.0
131300.0
187500.0
162500.0
117900.0
273100.0
112500.0
75300.0
93300.0
86400.0
104500.0
137500.0
145400.0
125300.0
114400.0
292300.0
366100.0
91300.0
80800.0
43600.0
118600.0
131300.0
160900.0
59500.0
115200.0
171700.0
185800.0
