OBJECTID,Planning Region,ARC Modeling Area,Geographic ID for geographic unit,Logical record number,Summary level of geographic unit,Name of geographic unit,"# Renter-occupied housing units, 2019","# Renter-occupied housing units, 2019 (MOE)","# Gross rent less than $500, 2019","# Gross rent less than $500, 2019 (MOE)","% Gross rent less than $500, 2019","% Gross rent less than $500, 2019 (MOE)","# Gross rent $500 to $999, 2019","# Gross rent $500 to $999, 2019 (MOE)","% Gross rent $500 to $999, 2019","% Gross rent $500 to $999, 2019 (MOE)","# Gross rent $1,000 to $1,499, 2019","# Gross rent $1,000 to $1,499, 2019 (MOE)","% Gross rent $1,000 to $1,499, 2019","% Gross rent $1,000 to $1,499, 2019 (MOE)","# Gross rent $1,500 to $1,999, 2019","# Gross rent $1,500 to $1,999, 2019 (MOE)","% Gross rent $1,500 to $1,999, 2019","% Gross rent $1,500 to $1,999, 2019 (MOE)","# Gross rent $2,000 to $2,499, 2019","# Gross rent $2,000 to $2,499, 2019 (MOE)","% Gross rent $2,000 to $2,499, 2019","% Gross rent $2,000 to $2,499, 2019 (MOE)","# Gross rent $2,500 to $2,999, 2019","# Gross rent $2,500 to $2,999, 2019 (MOE)","% Gross rent $2,500 to $2,999, 2019","% Gross rent $2,500 to $2,999, 2019 (MOE)","# Gross rent $3,000 or more, 2019","# Gross rent $3,000 or more, 2019 (MOE)","% Gross rent $3,000 or more, 2019","% Gross rent $3,000 or more, 2019 (MOE)","# Gross rent less than $200, 2019","# Gross rent less than $200, 2019 (MOE)","% Gross rent less than $200, 2019","% Gross rent less than $200, 2019 (MOE)","# Gross rent $200 to $499, 2019","# Gross rent $200 to $499, 2019 (MOE)","% Gross rent $200 to $499, 2019","% Gross rent $200 to $499, 2019 (MOE)","# Gross rent $500 to $749, 2019","# Gross rent $500 to $749, 2019 (MOE)","% Gross rent $500 to $749, 2019","% Gross rent $500 to $749, 2019 (MOE)","# Gross rent $750 to $999, 2019","# Gross rent $750 to $999, 2019 (MOE)","% Gross rent $750 to $999, 2019","% Gross rent $750 to $999, 2019 (MOE)","# Gross rent $1,000 to $1,499, 2019","# Gross rent $1,000 to $1,499, 2019 (MOE)","% Gross rent $1,000 to $1,499, 2019","% Gross rent $1,000 to $1,499, 2019 (MOE)","# Gross rent $1,500 to $1,999, 2019","# Gross rent $1,500 to $1,999, 2019 (MOE)","% Gross rent $1,500 to $1,999, 2019","% Gross rent $1,500 to $1,999, 2019 (MOE)","# Gross rent $2,000 or more, 2019","# Gross rent $2,000 or more, 2019 (MOE)","% Gross rent $2,000 or more, 2019","% Gross rent $2,000 or more, 2019 (MOE)","# Gross rent less than $750, 2019","# Gross rent less than $750, 2019 (MOE)","% Gross rent less than $750, 2019","% Gross rent less than $750, 2019 (MOE)","# Gross rent $1,000 or more, 2019","# Gross rent $1,000 or more, 2019 (MOE)","% Gross rent $1,000 or more, 2019","% Gross rent $1,000 or more, 2019 (MOE)",Shape__Area,Shape__Length
590,River Valley,No,31006,3572,ZCTA,ZCTA5 31006,677,136,205,91,32.9,12.8,407,149,65.2,19.5,9,25,1.4,3.9,3,7,0.5,1.1,0,13,0,2.1,0,13,0,2.1,0,18,0,2.9,23,40,3.7,6.3,182,82,29.2,11.6,209,105,33.5,15.2,198,107,31.7,15.7,9,25,1.4,3.9,3,7,0.5,1.1,0,26,0,4.2,414,139,66.3,17.2,12,29,1.9,4.6,5091899431.80847,599910.299949815
591,River Valley,No,31007,3573,ZCTA,ZCTA5 31007,82,30,42,37,68.9,52,19,25,31.1,39.2,0,18,0,30.1,0,13,0,21.3,0,13,0,21.3,0,13,0,21.3,0,18,0,30.1,24,29,39.3,43.7,18,23,29.5,35.4,19,12,31.1,13.2,0,23,0,36.9,0,18,0,30.1,0,13,0,21.3,0,26,0,42.6,61,39,100,45.2,0,26,0,42.6,1752609391.88293,318884.011570752
592,Middle Georgia,No,31008,3574,ZCTA,ZCTA5 31008,1819,418,227,167,13.4,9.3,754,277,44.4,12.8,597,257,35.2,12.8,77,89,4.5,5.1,42,39,2.5,2.2,0,21,0,1.2,0,30,0,1.8,0,36,0,2.1,227,163,13.4,9.1,251,152,14.8,8.3,503,231,29.6,11.8,597,257,35.2,12.8,77,89,4.5,5.1,42,53,2.5,3.1,478,226,28.2,11.7,716,275,42.2,13,1955812145.4231,311244.280057283
593,MG / RV,No,31091,3643,ZCTA,ZCTA5 31091,412,123,183,92,49.9,18.9,184,100,50.1,21.7,0,18,0,5,0,13,0,3.5,0,13,0,3.5,0,13,0,3.5,0,18,0,5,0,23,0,6.1,183,89,49.9,17.9,147,90,40.1,20.8,37,43,10.1,11.3,0,18,0,5,0,13,0,3.5,0,26,0,7.1,330,129,89.9,19,0,26,0,7.1,2457191407.06702,342580.81954013
594,Heart of Georgia Altamaha,No,31009,3575,ZCTA,ZCTA5 31009,106,51,29,47,42,64.3,34,32,49.3,36.9,0,18,0,26.6,6,10,8.7,13.7,0,13,0,18.8,0,13,0,18.8,0,18,0,26.6,0,23,0,32.6,29,41,42,55.4,26,31,37.7,39.3,8,8,11.6,8.9,0,18,0,26.6,6,10,8.7,13.7,0,26,0,37.7,55,56,79.7,68.7,6,25,8.7,35.4,2007946347.86743,307146.464445238
595,River Valley,No,31092,3644,ZCTA,ZCTA5 31092,925,194,316,149,37.7,15.4,507,180,60.4,16.2,16,28,1.9,3.3,0,19,0,2.3,0,19,0,2.3,0,19,0,2.3,0,27,0,3.2,13,35,1.5,4.2,303,145,36.1,15.1,380,159,45.3,15.7,127,86,15.1,9.6,16,28,1.9,3.3,0,19,0,2.3,0,38,0,4.5,696,218,83,17.2,16,39,1.9,4.6,5280529042.1394,528260.344503956
596,Middle Georgia,No,31093,3645,ZCTA,ZCTA5 31093,5628,537,551,195,10,3.4,3559,592,64.3,8.8,1184,346,21.4,5.9,102,106,1.8,1.9,135,130,2.4,2.3,0,25,0,0.5,0,35,0,0.6,33,52,0.6,0.9,518,188,9.4,3.3,1748,441,31.6,7.4,1811,395,32.7,6.4,1184,346,21.4,5.9,102,106,1.8,1.9,135,137,2.4,2.5,2299,482,41.6,7.8,1421,384,25.7,6.5,553648697.494141,220067.173399813
597,Central Savannah River Area,No,31094,3646,ZCTA,ZCTA5 31094,89,49,12,41,20,66.9,48,62,80,77.7,0,18,0,30.6,0,13,0,21.7,0,13,0,21.7,0,13,0,21.7,0,18,0,30.6,0,23,0,37.5,12,35,20,55.3,48,58,80,68.1,0,23,0,37.5,0,18,0,30.6,0,13,0,21.7,0,26,0,43.3,60,71,100,82.4,0,26,0,43.3,3035395117.146,333942.90922782
598,CSRA / HOGA,No,31096,3647,ZCTA,ZCTA5 31096,835,189,221,103,40.4,14.7,291,111,53.2,13,8,23,1.5,4.2,18,27,3.3,4.8,9,15,1.6,2.7,0,19,0,3.5,0,27,0,4.9,22,32,4,5.8,199,97,36.4,14.3,285,106,52.1,12.2,6,30,1.1,5.4,8,23,1.5,4.2,18,27,3.3,4.8,9,36,1.6,6.6,506,148,92.5,2.9,35,39,6.4,6.8,4805688408.71191,435093.51691917
599,MG / TR,No,31097,3648,ZCTA,ZCTA5 31097,75,48,0,39,0,114.7,31,38,91.2,79.3,1,13,2.9,39.2,2,3,5.9,7.1,0,13,0,38.2,0,13,0,38.2,0,18,0,54.1,0,23,0,66.2,0,32,0,93.7,29,34,85.3,64,2,19,5.9,54.5,1,13,2.9,39.2,2,3,5.9,7.1,0,26,0,76.5,29,51,85.3,131.3,3,19,8.8,54.9,1504485193.48682,275961.217348949
600,Middle Georgia,No,31098,3649,ZCTA,ZCTA5 31098,995,155,5,37,0.5,3.8,273,105,27.4,9.6,570,129,57.3,9.5,123,82,12.4,8,16,14,1.6,1.4,3,4,0.3,0.4,5,16,0.5,1.6,0,23,0,2.3,5,30,0.5,3,27,39,2.7,3.9,246,97,24.7,9,570,129,57.3,9.5,123,82,12.4,8,24,21,2.4,2.1,32,54,3.2,5.4,709,154,71.3,10.8,518348172.710938,169040.389911574
601,Atlanta Regional Commission,Yes,30238,3284,ZCTA,ZCTA5 30238,5085,417,471,171,9.4,3.3,1498,308,30.1,5.6,2573,421,51.6,7.2,443,182,8.9,3.6,0,28,0,0.6,0,28,0,0.6,0,40,0,0.8,58,59,1.2,1.2,413,160,8.3,3.1,238,132,4.8,2.6,1260,278,25.3,5.2,2573,421,51.6,7.2,443,182,8.9,3.6,0,56,0,1.1,709,216,14.2,4.2,3016,459,60.5,7.7,474980466.78125,180900.235146564
602,Three Rivers,No,30240,3285,ZCTA,ZCTA5 30240,4105,354,599,215,15.5,5.4,2408,406,62.4,9,665,195,17.2,4.8,123,86,3.2,2.2,30,35,0.8,0.9,0,25,0,0.6,33,33,0.9,0.9,43,52,1.1,1.3,556,209,14.4,5.3,1087,309,28.2,7.6,1321,263,34.2,6.2,665,195,17.2,4.8,123,86,3.2,2.2,63,54,1.6,1.4,1686,376,43.7,9,818,216,21.2,5.3,4656616526.51306,428818.570268341
603,Three Rivers,No,30241,3286,ZCTA,ZCTA5 30241,4616,325,310,152,7.2,3.5,2403,369,55.9,7.4,1486,312,34.6,6.7,29,28,0.7,0.6,36,45,0.8,1,35,56,0.8,1.3,0,35,0,0.8,0,43,0,1,310,146,7.2,3.3,1111,242,25.8,5.3,1292,278,30.1,6,1486,312,34.6,6.7,29,28,0.7,0.6,71,80,1.7,1.9,1421,286,33.1,6.1,1551,316,36.1,6.8,3143808548.3468,401614.710631402
604,ARC / TR,Partial,30248,3287,ZCTA,ZCTA5 30248,1941,375,59,79,3.1,4.1,432,206,23,10,898,293,47.7,12.4,469,219,24.9,10.5,0,25,0,1.3,24,38,1.3,2,0,35,0,1.9,0,43,0,2.3,59,66,3.1,3.4,170,145,9,7.5,262,147,13.9,7.3,898,293,47.7,12.4,469,219,24.9,10.5,24,58,1.3,3.1,229,165,12.2,8.4,1367,366,72.6,13.2,1984502316.75732,344097.085059103
605,Middle Georgia,No,31201,3650,ZCTA,ZCTA5 31201,2676,196,799,174,32.3,6.6,1229,214,49.7,7.8,396,130,16,5.1,48,35,1.9,1.4,0,19,0,0.8,0,19,0,0.8,0,27,0,1.1,16,27,0.6,1.1,783,172,31.7,6.5,744,163,30.1,6.2,485,138,19.6,5.4,396,130,16,5.1,48,35,1.9,1.4,0,38,0,1.5,1543,238,62.4,8.4,444,136,18,5.3,305962184.97168,141527.187544898
606,Atlanta Regional Commission,Yes,30250,3288,ZCTA,ZCTA5 30250,0,13,0,39,,,0,37,,,0,18,,,0,13,,,0,13,,,0,13,,,0,18,,,0,23,,,0,32,,,0,29,,,0,23,,,0,18,,,0,13,,,0,26,,,0,49,,,0,26,,,7491400.22705078,18556.5033321968
607,Three Rivers,No,30251,3289,ZCTA,ZCTA5 30251,316,122,38,58,12.2,18,248,136,79.5,30.4,26,25,8.3,7.2,0,13,0,4.2,0,13,0,4.2,0,13,0,4.2,0,18,0,5.9,0,23,0,7.2,38,54,12.2,16.5,68,58,21.8,16.4,180,123,57.7,32.2,26,25,8.3,7.2,0,13,0,4.2,0,26,0,8.3,106,82,34,22.6,26,31,8.3,9.3,967264917.365479,177702.009541658
608,ARC / TR,Yes,30252,3290,ZCTA,ZCTA5 30252,2355,432,44,92,2,4.1,150,115,6.8,5,1340,390,60.6,13.1,501,232,22.7,9.5,113,97,5.1,4.3,0,28,0,1.3,63,112,2.8,5,0,48,0,2.2,44,78,2,3.5,0,63,0,2.8,150,97,6.8,4.2,1340,390,60.6,13.1,501,232,22.7,9.5,176,150,8,6.6,44,111,2,5,1954,464,88.4,12,2578226563.1731,362860.450878479
609,Atlanta Regional Commission,Yes,30253,3291,ZCTA,ZCTA5 30253,7838,600,211,176,2.8,2.3,2175,448,28.6,5.5,4262,561,56.1,6.1,691,231,9.1,3,227,137,3,1.8,23,40,0.3,0.5,13,39,0.2,0.5,13,50,0.2,0.7,198,169,2.6,2.2,366,180,4.8,2.3,1809,410,23.8,5.1,4262,561,56.1,6.1,691,231,9.1,3,263,148,3.5,1.9,577,252,7.6,3.3,5180,622,68.1,6.5,1365824540.03906,237528.631650202
610,Three Rivers,No,30256,3292,ZCTA,ZCTA5 30256,177,96,0,39,0,27.1,109,92,75.7,42.5,21,16,14.6,6.5,14,16,9.7,9.3,0,13,0,9,0,13,0,9,0,18,0,12.8,0,23,0,15.6,0,32,0,22.1,102,89,70.8,43.3,7,21,4.9,14.2,21,16,14.6,6.5,14,16,9.7,9.3,0,26,0,18.1,102,97,70.8,51.1,35,26,24.3,10,969103151.15918,213372.14936499
611,Middle Georgia,No,31204,3651,ZCTA,ZCTA5 31204,6134,447,1259,233,21.5,3.6,3239,416,55.3,5.8,1089,246,18.6,4,263,133,4.5,2.2,8,13,0.1,0.2,0,25,0,0.4,0,35,0,0.6,108,73,1.8,1.2,1151,221,19.6,3.5,1878,310,32.1,4.7,1361,278,23.2,4.4,1089,246,18.6,4,263,133,4.5,2.2,8,45,0.1,0.8,3137,387,53.6,5.3,1360,280,23.2,4.5,412925283.775635,156131.606448736
612,Three Rivers,No,30257,3293,ZCTA,ZCTA5 30257,420,185,58,73,13.9,16.3,215,99,51.4,6.3,145,156,34.7,34,0,13,0,3.1,0,13,0,3.1,0,13,0,3.1,0,18,0,4.4,0,23,0,5.4,58,69,13.9,15.4,106,64,25.4,10.5,109,75,26.1,13.7,145,156,34.7,34,0,13,0,3.1,0,26,0,6.2,164,97,39.2,15.5,145,157,34.7,34.3,1255064583.96069,313245.783139212
613,Three Rivers,No,30258,3294,ZCTA,ZCTA5 30258,177,71,0,39,0,26,90,65,60,33.1,47,31,31.3,15.1,13,15,8.7,9.2,0,13,0,8.7,0,13,0,8.7,0,18,0,12.3,0,23,0,15,0,32,0,21.2,1,26,0.7,17.4,89,59,59.3,28.4,47,31,31.3,15.1,13,15,8.7,9.2,0,26,0,17.3,1,47,0.7,31.3,60,37,40,16.5,1583102878.21167,295548.327552536
614,Middle Georgia,No,31206,3652,ZCTA,ZCTA5 31206,5423,463,955,234,18.8,4.3,3296,447,64.9,6.7,812,218,16,4.1,19,25,0.4,0.5,0,25,0,0.5,0,25,0,0.5,0,35,0,0.7,78,71,1.5,1.4,877,222,17.3,4.1,1652,305,32.5,5.3,1644,327,32.3,5.8,812,218,16,4.1,19,25,0.4,0.5,0,50,0,1,2607,384,51.3,6.1,831,221,16.4,4.1,784796291.906982,280618.529168718
615,Three Rivers,Yes,30259,3295,ZCTA,ZCTA5 30259,197,91,0,39,0,23.1,65,64,38.5,31.9,75,46,44.4,14,29,45,17.2,25.1,0,13,0,7.7,0,13,0,7.7,0,18,0,10.9,0,23,0,13.3,0,32,0,18.8,0,29,0,17.2,65,57,38.5,26.8,75,46,44.4,14,29,45,17.2,25.1,0,26,0,15.4,0,49,0,28.8,104,65,61.5,21.7,977420055.17627,190736.658902973
616,Atlanta Regional Commission,Yes,30260,3296,ZCTA,ZCTA5 30260,4214,423,88,74,2.1,1.8,1850,382,44.9,8.1,1849,405,44.9,8.7,307,145,7.4,3.4,0,25,0,0.6,0,25,0,0.6,27,49,0.7,1.2,21,35,0.5,0.9,67,65,1.6,1.6,559,224,13.6,5.3,1291,310,31.3,6.8,1849,405,44.9,8.7,307,145,7.4,3.4,27,60,0.7,1.5,647,236,15.7,5.5,2156,431,52.3,9,317514435.432861,142601.946034182
617,Three Rivers,Partial,30263,3297,ZCTA,ZCTA5 30263,8347,509,688,272,8.5,3.3,3332,562,41.4,6.5,3201,474,39.8,5.4,752,220,9.3,2.7,45,36,0.6,0.4,31,39,0.4,0.5,0,44,0,0.5,73,83,0.9,1,615,259,7.6,3.2,1205,320,15,3.9,2127,462,26.4,5.5,3201,474,39.8,5.4,752,220,9.3,2.7,76,69,0.9,0.9,1893,420,23.5,5,3998,524,49.7,5.8,5627084430.13428,489555.308481614
618,Three Rivers,Yes,30265,3298,ZCTA,ZCTA5 30265,3241,372,50,88,1.6,2.9,386,149,12.7,4.6,1456,344,47.7,9.6,876,220,28.7,6.3,117,99,3.8,3.2,130,122,4.3,4,36,64,1.2,2.1,32,55,1,1.8,18,69,0.6,2.3,17,62,0.6,2,369,136,12.1,4.2,1456,344,47.7,9.6,876,220,28.7,6.3,283,170,9.3,5.4,67,108,2.2,3.5,2449,420,80.3,9.5,1205469476.50122,241991.773774251
619,ARC / TR,Yes,30268,3299,ZCTA,ZCTA5 30268,1276,250,21,68,1.7,5.5,582,211,47.2,14.3,432,186,35,13.4,174,84,14.1,6.2,25,33,2,2.6,0,21,0,1.7,0,30,0,2.4,0,36,0,2.9,21,58,1.7,4.7,186,92,15.1,6.9,396,189,32.1,14,432,186,35,13.4,174,84,14.1,6.2,25,49,2,4,207,115,16.8,8.7,631,207,51.1,13.4,1852586755.04004,300857.131870481
620,Atlanta Regional Commission,Yes,30269,3300,ZCTA,ZCTA5 30269,3432,339,130,69,3.8,2,410,162,12,4.6,1589,303,46.6,7.6,686,219,20.1,6.1,395,150,11.6,4.3,53,47,1.6,1.4,146,113,4.3,3.3,21,36,0.6,1,109,59,3.2,1.7,110,101,3.2,2.9,300,127,8.8,3.6,1589,303,46.6,7.6,686,219,20.1,6.1,594,194,17.4,5.4,240,122,7,3.5,2670,403,78.3,9,724855360.690674,136378.122651826
621,Atlanta Regional Commission,Yes,30273,3301,ZCTA,ZCTA5 30273,1499,366,0,63,0,4.4,323,190,22.3,12,1123,354,77.7,15.4,0,21,0,1.5,0,21,0,1.5,0,21,0,1.5,0,30,0,2.1,0,36,0,2.5,0,51,0,3.6,99,89,6.8,5.9,224,168,15.5,11,1123,354,77.7,15.4,0,21,0,1.5,0,42,0,2.9,99,109,6.8,7.4,1123,356,77.7,15.5,183523765.524414,91701.6215886957
622,Atlanta Regional Commission,Yes,30274,3302,ZCTA,ZCTA5 30274,7574,499,100,92,1.4,1.3,3946,562,54.4,6.8,2964,432,40.8,5.3,235,116,3.2,1.6,15,24,0.2,0.3,0,28,0,0.4,0,40,0,0.5,54,69,0.7,0.9,46,61,0.6,0.8,1029,267,14.2,3.5,2917,494,40.2,6.2,2964,432,40.8,5.3,235,116,3.2,1.6,15,54,0.2,0.7,1129,282,15.6,3.7,3214,448,44.3,5.4,295988193.672119,160077.026791555
623,Three Rivers,Yes,30275,3303,ZCTA,ZCTA5 30275,0,13,0,39,,,0,37,,,0,18,,,0,13,,,0,13,,,0,13,,,0,18,,,0,23,,,0,32,,,0,29,,,0,23,,,0,18,,,0,13,,,0,26,,,0,49,,,0,26,,,2988001.41381836,13456.1046343934
624,ARC / TR,Partial,30276,3304,ZCTA,ZCTA5 30276,689,192,45,69,7.8,11.9,162,103,28.2,15.9,265,121,46.2,16,90,64,15.7,10.1,12,19,2.1,3.3,0,21,0,3.7,0,30,0,5.2,0,36,0,6.3,45,59,7.8,10,68,68,11.8,11.3,94,78,16.4,12.6,265,121,46.2,16,90,64,15.7,10.1,12,41,2.1,7.1,113,97,19.7,15.9,367,138,63.9,14.7,2773883966.28076,360054.471968808
625,Three Rivers,Yes,30277,3305,ZCTA,ZCTA5 30277,922,263,0,75,0,8.8,239,136,28.2,13.7,295,143,34.8,13.3,201,144,23.7,15.5,100,99,11.8,11.1,13,20,1.5,2.3,0,35,0,4.2,0,43,0,5.1,0,61,0,7.2,90,91,10.6,10.2,149,101,17.6,10.7,295,143,34.8,13.3,201,144,23.7,15.5,113,107,13.3,12,90,118,10.6,13.5,596,226,70.3,16.5,1260761194.3335,289935.480257274
626,Atlanta Regional Commission,Yes,30281,3306,ZCTA,ZCTA5 30281,9953,784,79,120,0.8,1.3,2499,427,26.1,4,5691,667,59.5,5.2,1098,304,11.5,3.1,116,100,1.2,1,71,96,0.7,1,7,33,0.1,0.3,28,64,0.3,0.7,51,102,0.5,1.1,365,165,3.8,1.7,2134,393,22.3,3.7,5691,667,59.5,5.2,1098,304,11.5,3.1,194,142,2,1.5,444,204,4.6,2.1,6905,740,72.2,5.3,1984143127.63184,313812.071200676
627,Three Rivers,Yes,30284,3307,ZCTA,ZCTA5 30284,12,15,0,39,0,325,7,36,58.3,294.7,5,16,41.7,121,0,13,0,108.3,0,13,0,108.3,0,13,0,108.3,0,18,0,153.2,0,23,0,187.6,0,32,0,265.4,0,29,0,242.2,7,22,58.3,167.8,5,16,41.7,121,0,13,0,108.3,0,26,0,216.7,0,49,0,405.3,5,24,41.7,195.2,2632918.1315918,7385.11646510732
628,Three Rivers,No,30285,3308,ZCTA,ZCTA5 30285,55,54,0,39,0,92.9,42,62,100,79.2,0,18,0,43.8,0,13,0,31,0,13,0,31,0,13,0,31,0,18,0,43.8,0,23,0,53.6,0,32,0,75.8,32,57,76.2,98.4,10,23,23.8,46.5,0,18,0,43.8,0,13,0,31,0,26,0,61.9,32,69,76.2,135.3,0,26,0,61.9,482059312.040527,177999.432381699
629,Three Rivers,No,30286,3309,ZCTA,ZCTA5 30286,3024,329,706,201,26.7,7,1660,298,62.7,8.7,282,128,10.6,4.7,0,25,0,0.9,0,25,0,0.9,0,25,0,0.9,0,35,0,1.3,100,91,3.8,3.4,606,179,22.9,6.2,955,223,36.1,7.3,705,198,26.6,6.8,282,128,10.6,4.7,0,25,0,0.9,0,50,0,1.9,1661,300,62.7,8.8,282,133,10.6,4.9,5484449715.49683,483968.355984047
630,Atlanta Regional Commission,Yes,30288,3310,ZCTA,ZCTA5 30288,1028,278,15,60,1.5,5.9,675,276,66.7,20.3,197,107,19.5,9.1,71,80,7,7.7,0,19,0,1.9,0,19,0,1.9,54,79,5.3,7.7,0,33,0,3.3,15,50,1.5,5,370,182,36.6,15,305,208,30.1,18.8,197,107,19.5,9.1,71,80,7,7.7,54,84,5.3,8.1,385,192,38,15.9,268,135,26.5,11.2,219142311.73584,136014.009305673
631,Three Rivers,Yes,30289,3311,ZCTA,ZCTA5 30289,9,8,0,39,0,487.5,8,33,100,405,0,18,0,229.8,0,13,0,162.5,0,13,0,162.5,0,13,0,162.5,0,18,0,229.8,0,23,0,281.5,0,32,0,398,4,27,50,330.7,4,20,50,242,0,18,0,229.8,0,13,0,162.5,0,26,0,325,4,47,50,589.1,0,26,0,325,6026698.11254883,15367.2474372172
632,Atlanta Regional Commission,Yes,30290,3312,ZCTA,ZCTA5 30290,401,150,9,56,2.6,16,167,120,47.9,29.1,44,46,12.6,12.3,50,54,14.3,14.4,16,22,4.6,6,63,68,18.1,18.2,0,27,0,7.7,0,33,0,9.4,9,45,2.6,12.9,42,59,12,16.2,125,105,35.8,26.7,44,46,12.6,12.3,50,54,14.3,14.4,79,76,22.6,20,51,81,14.6,22.5,110,74,31.5,17.5,511716120.755371,128755.635924954
633,Atlanta Regional Commission,Yes,30291,3313,ZCTA,ZCTA5 30291,5259,771,363,189,7,3.5,2721,697,52.8,10.9,1544,425,30,6.9,517,274,10,5.1,0,25,0,0.5,0,25,0,0.5,10,30,0.2,0.6,38,72,0.7,1.4,325,174,6.3,3.2,570,309,11.1,5.7,2151,625,41.7,10.3,1544,425,30,6.9,517,274,10,5.1,10,47,0.2,0.9,933,362,18.1,6.5,2061,506,40,7.7,343709482.80542,137943.649337269
634,Three Rivers,Partial,30292,3314,ZCTA,ZCTA5 30292,223,74,10,56,6.4,35.7,117,59,75,22.8,17,13,10.9,6.9,12,15,7.7,9.1,0,19,0,12.2,0,19,0,12.2,0,27,0,17.2,0,33,0,21.1,10,45,6.4,28.8,43,27,27.6,13.6,74,52,47.4,27.6,17,13,10.9,6.9,12,15,7.7,9.1,0,38,0,24.4,53,62,34,37.4,29,27,18.6,15.9,1643820655.81543,260463.244874808
635,Three Rivers,No,30293,3315,ZCTA,ZCTA5 30293,278,101,46,63,23.4,30.2,117,56,59.4,7.6,31,38,15.7,18.1,3,5,1.5,2.4,0,13,0,6.6,0,13,0,6.6,0,18,0,9.3,2,19,1,9.4,44,60,22.3,28.8,65,44,33,16.6,52,34,26.4,12.1,31,38,15.7,18.1,3,5,1.5,2.4,0,26,0,13.2,111,77,56.3,29.4,34,41,17.3,19.1,2273815931.90503,426432.56011197
636,Central Savannah River Area,No,30664,3496,ZCTA,ZCTA5 30664,0,13,0,39,,,0,37,,,0,18,,,0,13,,,0,13,,,0,13,,,0,18,,,0,23,,,0,32,,,0,29,,,0,23,,,0,18,,,0,13,,,0,26,,,0,49,,,0,26,,,7827242.70483398,12415.3142362038
637,Northeast Georgia,No,30665,3497,ZCTA,ZCTA5 30665,11,10,0,39,0,1300,3,35,100,1146.5,0,18,0,612.8,0,13,0,433.3,0,13,0,433.3,0,13,0,433.3,0,18,0,612.8,0,23,0,750.6,0,32,0,1061.4,0,29,0,969,3,19,100,612.8,0,18,0,612.8,0,13,0,433.3,0,26,0,866.7,0,49,0,1621.4,0,26,0,866.7,67961184.6933594,46723.9353128373
638,Northeast Georgia,Partial,30666,3498,ZCTA,ZCTA5 30666,744,161,64,70,10,10.7,252,126,39.5,17.5,250,120,39.2,16.6,57,40,8.9,5.9,10,15,1.6,2.3,5,8,0.8,1.2,0,30,0,4.7,26,51,4.1,8,38,47,6,7.3,174,118,27.3,17.3,78,44,12.2,6.4,250,120,39.2,16.6,57,40,8.9,5.9,15,34,2.4,5.3,238,137,37.3,19.6,317,128,49.7,16.4,1035256244.92163,233810.022656862
639,Northeast Georgia,No,30667,3499,ZCTA,ZCTA5 30667,73,45,0,39,0,86.7,34,46,75.6,82,11,13,24.4,20.2,0,13,0,28.9,0,13,0,28.9,0,13,0,28.9,0,18,0,40.9,0,23,0,50,0,32,0,70.8,21,41,46.7,83.7,13,20,28.9,38,11,13,24.4,20.2,0,13,0,28.9,0,26,0,57.8,21,57,46.7,120.5,11,22,24.4,45.6,2185177456.6875,315856.188755693
640,Central Savannah River Area,No,30668,3500,ZCTA,ZCTA5 30668,145,53,62,41,54.9,29.1,47,38,41.6,29.5,0,18,0,16.3,4,7,3.5,6,0,13,0,11.5,0,13,0,11.5,0,18,0,16.3,8,24,7.1,20.8,54,33,47.8,22.7,35,27,31,21,12,26,10.6,23,0,18,0,16.3,4,7,3.5,6,0,26,0,23,97,49,85.8,27.8,4,24,3.5,20.8,4684904869.68994,560278.585420546
641,CSRA / NE,No,30669,3501,ZCTA,ZCTA5 30669,433,100,38,34,9.9,8.6,299,95,78.1,14.3,41,28,10.7,6.9,0,13,0,3.4,0,13,0,3.4,0,13,0,3.4,5,16,1.3,4.1,3,19,0.8,5,35,29,9.1,7.1,131,63,34.2,14,168,70,43.9,14.4,41,28,10.7,6.9,0,13,0,3.4,5,24,1.3,6.3,169,72,44.1,15,41,34,10.7,8.4,3478990945.23145,482802.116667543
642,Central Savannah River Area,No,30673,3502,ZCTA,ZCTA5 30673,1003,160,179,91,22.8,10.4,497,153,63.2,13.4,96,60,12.2,7.1,14,15,1.8,1.9,0,19,0,2.4,0,19,0,2.4,0,27,0,3.4,10,31,1.3,4,169,85,21.5,9.7,143,65,18.2,7.1,354,139,45,14.5,96,60,12.2,7.1,14,15,1.8,1.9,0,38,0,4.8,322,111,41,10.8,110,64,14,7.6,7377393085.43921,627790.41493651
643,Northeast Georgia,No,30677,3503,ZCTA,ZCTA5 30677,1108,221,0,63,0,5.9,655,212,61.5,15.8,321,96,30.1,6.7,89,67,8.4,6.1,0,21,0,2,0,21,0,2,0,30,0,2.8,0,36,0,3.4,0,51,0,4.8,219,121,20.6,10.6,436,174,40.9,14.2,321,96,30.1,6.7,89,67,8.4,6.1,0,42,0,3.9,219,136,20.6,12.1,410,119,38.5,8.1,3327017218.16699,541080.95216692
